1515737168.000000, 1515737168.000000, 1515737168.000000
32.000000, 32.000000, 32.000000
-19,-2,51
-18,4,58
-27,8,70
-34,3,64
-69,-44,-2
-50,-30,17
-30,-23,59
-43,-27,54
-35,-30,32
-37,-11,51
-23,-14,46
-25,-20,42
-35,-15,43
-25,3,74
-35,-3,58
-40,-24,42
-32,-50,29
-42,-51,23
-42,-29,49
-41,-34,36
-40,-23,42
-39,-24,40
-33,-27,43
-26,-36,42
-41,-67,3
-53,-32,40
-55,-34,36
-53,-36,34
-52,-34,36
-54,-27,22
-55,-28,23
-21,-23,43
-15,-13,46
-17,-13,37
5,-4,54
4,-2,55
-23,-6,49
-32,-5,64
-62,-8,63
-46,-5,53
-30,-11,62
-14,-14,68
-13,-16,59
-8,-24,49
-8,-28,53
-7,-21,58
-31,-22,51
-43,-28,56
2,-24,74
0,-16,64
-41,-27,28
-28,-29,34
-24,-21,29
-74,-38,30
-60,-38,38
-46,-28,40
-37,-28,37
-43,-33,36
-41,-35,31
-40,-31,27
-54,-49,8
-44,-47,15
-35,-21,37
-26,-30,36
-49,-43,27
-50,-37,32
-32,-34,32
-42,-31,33
-36,-28,37
-45,-32,20
-39,-26,22
-83,-60,18
-40,-38,24
-23,-39,27
-46,-35,46
-33,-26,55
-45,-24,52
-53,-27,47
-65,-34,39
-72,-38,30
-43,-41,53
-55,-55,52
-61,-63,37
-11,-41,17
-17,-41,25
-45,-75,0
-5,-59,0
24,-44,21
6,-9,57
-1,3,67
-46,36,50
-99,24,17
-80,-11,25
-62,-16,55
-6,-30,42
-48,-15,35
-37,-5,54
-49,7,34
-16,11,43
-6,9,64
-18,4,58
-26,11,60
-35,-8,42
-40,-10,35
-43,-9,43
-49,-13,41
-61,-15,39
-53,-16,44
-57,-11,44
-51,-11,51
-50,-8,51
-51,-4,49
-56,-2,46
-60,0,42
-54,-1,41
-51,-2,38
-52,-3,37
-47,-5,37
-48,-4,35
-52,-5,33
-50,-5,34
-47,-6,37
-53,-7,33
-52,-7,34
-52,-8,33
-56,-11,30
-57,-10,30
-51,-7,34
-51,-5,34
-50,-4,36
-45,-2,37
-44,0,39
-49,-3,38
-45,-3,32
-38,-2,30
-36,-2,32
-48,-2,28
-47,1,33
-41,1,37
-51,4,32
-55,4,30
-49,7,33
-55,8,32
-56,5,25
-55,5,25
-62,7,24
-59,5,22
-55,7,24
-66,8,22
-64,7,20
-54,9,18
-55,11,19
-59,10,16
-55,17,9
-59,19,15
-63,23,20
-62,25,18
-62,25,19
-56,26,19
-57,26,13
-67,19,-7
-64,17,-12
-61,20,-17
-61,20,-22
-63,22,-30
-74,25,-33
-86,28,-37
-25,25,11
-22,28,19
-61,22,0
-40,22,18
-31,26,21
-25,29,31
-32,38,39
-46,55,50
-54,51,42
-60,64,34
-67,55,18
-59,46,6
-66,37,-2
-47,35,14
-53,27,11
-54,31,8
-63,35,0
-64,37,7
-59,34,18
-50,34,19
-46,35,22
-40,35,29
-34,34,34
-39,32,33
-47,30,29
-45,22,24
-44,21,23
-35,23,26
-35,31,33
-42,34,27
-46,42,25
-57,47,25
-62,51,20
-57,48,20
-56,42,32
