1515731745.000000, 1515731745.000000, 1515731745.000000
32.000000, 32.000000, 32.000000
17,-57,24
16,-58,24
16,-58,24
17,-58,25
17,-55,24
17,-53,23
17,-53,22
18,-53,23
19,-56,23
19,-61,24
18,-60,23
16,-55,21
16,-55,21
14,-57,20
13,-57,19
13,-57,18
13,-56,16
13,-56,16
15,-55,15
15,-55,16
16,-54,17
16,-54,17
15,-54,16
14,-56,15
16,-57,17
17,-59,18
17,-59,19
19,-58,21
19,-56,23
18,-56,22
17,-57,22
15,-59,22
14,-59,22
13,-58,22
12,-55,19
12,-54,19
14,-53,18
14,-54,18
16,-54,18
17,-56,16
18,-59,17
21,-63,20
20,-62,19
17,-55,18
16,-54,18
14,-54,17
15,-57,18
15,-57,18
15,-57,18
14,-57,18
16,-56,19
16,-56,20
15,-57,19
14,-57,18
14,-57,18
15,-58,20
16,-58,19
14,-58,19
15,-57,18
15,-57,18
15,-58,18
15,-58,18
15,-58,17
15,-58,17
15,-58,17
15,-57,17
15,-57,17
14,-57,16
14,-58,17
15,-58,17
15,-57,18
15,-57,17
15,-57,18
15,-57,18
15,-58,18
15,-58,18
15,-58,18
15,-58,18
16,-58,18
16,-58,18
15,-58,17
15,-58,17
16,-58,17
15,-58,17
15,-58,16
15,-58,16
15,-58,16
15,-58,16
15,-58,16
15,-58,17
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,17
14,-58,17
14,-57,17
15,-58,17
14,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-58,16
15,-58,17
15,-58,16
15,-58,16
15,-58,17
14,-58,16
14,-58,17
14,-58,16
14,-57,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
13,-58,16
13,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,15
14,-58,16
14,-58,16
14,-58,16
14,-58,15
14,-58,15
14,-58,16
14,-58,15
14,-58,16
14,-58,15
14,-58,16
14,-58,16
14,-58,15
14,-58,16
14,-58,16
14,-58,16
14,-58,15
14,-58,15
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,15
14,-58,15
14,-58,15
14,-59,15
14,-59,15
14,-58,15
14,-58,15
14,-58,15
14,-58,15
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,15
14,-58,16
14,-58,15
14,-58,15
15,-58,15
15,-58,16
14,-58,15
14,-58,16
14,-58,16
14,-58,15
14,-58,16
14,-58,15
14,-58,15
14,-58,15
14,-58,15
14,-58,16
14,-58,16
15,-58,17
15,-58,17
16,-58,17
16,-58,18
16,-57,18
14,-58,17
14,-58,16
15,-59,16
15,-58,16
15,-57,16
15,-57,16
14,-57,15
14,-57,16
15,-57,17
15,-58,17
15,-57,17
15,-57,18
15,-57,18
14,-57,17
13,-58,16
13,-58,15
16,-57,15
17,-56,14
23,-55,15
25,-55,15
25,-55,12
25,-56,2
32,-57,2
39,-54,2
41,-53,2
41,-51,3
39,-51,2
37,-53,0
33,-53,-3
27,-53,-12
34,-52,-9
37,-50,-10
41,-46,-12
38,-45,-17
39,-45,-23
45,-44,-18
44,-44,-18
36,-45,-23
33,-46,-26
34,-45,-24
36,-45,-23
35,-43,-23
35,-41,-25
35,-40,-26
36,-36,-26
35,-35,-28
37,-33,-31
38,-33,-30
36,-34,-31
39,-35,-32
38,-35,-29
35,-35,-33
37,-36,-33
37,-37,-32
37,-36,-33
38,-35,-33
37,-34,-33
37,-35,-34
38,-36,-35
38,-36,-37
38,-38,-35
41,-35,-35
41,-41,-26
42,-37,-25
39,-39,-27
36,-37,-30
36,-36,-29
37,-37,-32
39,-37,-29
40,-37,-28
40,-36,-29
41,-35,-29
42,-34,-28
42,-35,-31
43,-37,-31
42,-37,-30
43,-36,-29
43,-38,-24
40,-38,-23
35,-36,-28
38,-38,-31
41,-35,-24
42,-34,-24
48,-36,-30
45,-37,-29
41,-35,-25
43,-35,-27
43,-35,-25
41,-37,-25
41,-38,-26
40,-37,-23
41,-34,-22
45,-34,-23
40,-32,-28
39,-34,-29
44,-32,-28
43,-33,-29
42,-33,-30
41,-33,-28
42,-36,-26
44,-40,-21
47,-40,-14
47,-36,-10
59,-46,0
54,-45,-4
44,-44,-13
32,-45,-9
42,-50,6
36,-48,7
-6,-50,9
-15,-50,13
-7,-59,21
3,-61,25
21,-62,27
24,-59,22
26,-58,20
29,-57,19
30,-59,19
29,-60,19
27,-60,18
24,-58,18
23,-60,19
22,-59,18
20,-57,17
20,-56,17
20,-57,17
20,-57,18
19,-57,18
19,-56,19
20,-57,19
18,-59,19
18,-58,19
17,-59,19
17,-59,19
16,-59,19
15,-59,18
14,-58,17
14,-58,16
13,-58,16
14,-57,15
14,-57,16
15,-57,17
14,-56,15
13,-55,14
14,-54,15
14,-55,14
16,-56,14
16,-57,15
18,-57,16
18,-57,17
18,-57,18
18,-57,19
18,-56,19
15,-57,16
13,-58,15
15,-61,16
16,-59,16
17,-58,16
19,-54,19
20,-54,20
14,-55,17
16,-55,18
13,-58,18
18,-59,22
16,-59,22
14,-58,21
17,-58,21
18,-56,20
17,-56,20
17,-56,19
15,-57,18
15,-57,17
15,-56,16
15,-57,15
14,-58,15
14,-59,15
15,-58,17
15,-57,18
16,-57,18
16,-57,19
16,-57,18
15,-57,18
15,-57,18
15,-57,19
15,-57,19
15,-57,19
15,-57,18
15,-57,18
15,-57,18
15,-57,18
15,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-57,17
14,-58,17
14,-58,16
14,-58,16
15,-58,17
14,-58,17
14,-58,16
14,-58,16
14,-59,16
14,-59,16
14,-59,15
14,-58,15
14,-57,15
14,-57,15
14,-58,14
14,-58,14
14,-59,15
14,-59,14
14,-59,14
14,-59,14
14,-59,14
14,-59,14
14,-59,14
14,-58,14
14,-58,14
14,-58,14
14,-58,14
14,-58,14
14,-58,14
14,-58,14
14,-58,15
14,-58,15
14,-58,15
14,-58,15
15,-58,15
15,-58,15
14,-58,15
15,-58,15
15,-58,15
15,-58,16
15,-58,16
16,-58,16
16,-58,16
15,-58,16
15,-58,16
15,-58,16
16,-58,16
15,-58,16
15,-58,16
15,-58,16
16,-58,16
15,-58,15
15,-58,14
15,-58,15
15,-58,14
14,-58,14
14,-58,14
14,-58,14
14,-58,14
14,-58,14
15,-58,14
15,-58,14
15,-58,14
15,-58,14
15,-58,14
14,-59,14
14,-58,15
15,-58,15
15,-58,16
15,-58,15
15,-59,16
15,-59,15
15,-58,15
15,-58,15
15,-59,14
15,-58,14
15,-58,14
15,-59,14
15,-59,14
15,-58,14
15,-58,14
15,-58,14
14,-58,14
14,-58,14
14,-59,14
14,-59,14
14,-59,15
14,-59,15
14,-58,15
14,-58,15
14,-58,15
14,-59,15
15,-59,15
15,-59,15
15,-58,15
14,-58,15
14,-58,15
14,-58,15
14,-58,15
14,-58,15
14,-58,15
14,-58,15
13,-58,15
14,-58,15
13,-58,15
13,-57,15
13,-57,15
14,-58,15
14,-58,15
14,-58,15
15,-58,16
14,-58,17
14,-58,18
14,-58,17
13,-58,17
13,-58,18
13,-58,18
13,-58,17
14,-58,17
14,-58,16
14,-58,16
14,-57,16
14,-57,15
13,-58,15
14,-58,16
14,-58,16
14,-59,16
14,-59,16
14,-59,16
13,-59,16
12,-59,16
12,-58,16
12,-58,16
12,-58,16
13,-58,16
12,-59,16
13,-59,16
13,-59,15
14,-59,15
13,-59,14
12,-58,14
12,-58,14
12,-58,14
12,-58,14
12,-57,15
13,-57,15
14,-57,17
14,-58,17
14,-58,17
15,-59,17
15,-59,17
14,-58,17
14,-58,16
14,-58,16
13,-58,16
12,-59,16
12,-59,15
13,-58,17
16,-58,18
16,-57,18
17,-57,19
15,-57,18
15,-57,18
15,-56,17
16,-57,17
15,-57,16
16,-57,17
16,-57,16
17,-57,17
17,-57,17
16,-57,17
16,-57,18
15,-57,18
16,-57,18
16,-58,19
16,-58,19
15,-58,19
14,-58,19
13,-58,19
14,-58,19
14,-57,19
15,-58,19
15,-57,19
15,-58,19
15,-58,18
15,-57,18
15,-57,18
15,-57,18
15,-57,18
15,-57,17
15,-57,17
16,-57,18
16,-57,18
15,-57,18
15,-57,18
15,-57,18
15,-57,18
14,-57,18
14,-57,18
14,-57,18
14,-57,18
14,-58,18
14,-58,19
14,-58,19
14,-58,19
13,-57,18
13,-56,18
14,-56,18
14,-57,18
14,-57,17
15,-57,18
15,-57,17
15,-57,17
15,-57,18
14,-57,17
14,-57,17
14,-57,18
15,-58,18
14,-58,18
15,-58,19
15,-58,19
15,-57,19
15,-57,19
14,-57,19
15,-57,18
15,-57,18
15,-57,18
16,-58,18
16,-58,17
16,-58,17
16,-57,17
15,-58,17
15,-58,17
15,-58,17
15,-57,16
15,-57,17
15,-57,17
14,-57,17
14,-57,16
14,-58,16
15,-58,17
15,-58,17
15,-58,17
15,-57,17
14,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-57,17
15,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-58,17
14,-58,17
14,-58,17
14,-58,17
14,-58,16
15,-58,17
14,-58,16
15,-58,16
14,-57,16
14,-58,16
14,-58,16
14,-58,16
14,-58,17
14,-58,17
14,-58,17
15,-57,17
14,-58,17
14,-58,16
14,-58,17
14,-58,17
14,-58,17
15,-58,17
17,-58,18
16,-57,18
14,-57,17
13,-58,17
12,-58,16
13,-58,16
14,-58,17
14,-58,17
14,-58,17
14,-58,16
14,-58,17
17,-58,18
15,-58,18
13,-57,16
11,-58,16
11,-58,16
13,-58,17
14,-58,18
14,-58,17
14,-58,17
15,-57,18
13,-58,17
13,-58,17
14,-58,17
14,-58,17
14,-57,17
14,-57,17
14,-58,17
14,-58,16
14,-58,17
15,-58,17
14,-58,17
14,-58,17
14,-58,17
14,-58,17
15,-58,17
15,-58,17
14,-58,17
14,-58,17
15,-58,17
15,-58,17
14,-58,16
15,-57,16
15,-57,16
15,-58,16
15,-57,16
14,-57,16
14,-57,16
14,-57,16
15,-58,16
15,-58,16
15,-58,16
15,-58,17
15,-58,16
15,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-58,16
15,-58,16
14,-58,16
15,-58,16
14,-58,15
15,-58,15
15,-58,15
14,-58,15
15,-58,15
15,-58,16
15,-58,15
15,-58,16
14,-58,16
14,-58,15
15,-58,15
15,-58,15
15,-58,15
15,-58,16
15,-58,15
14,-58,15
14,-58,15
14,-58,15
14,-58,16
14,-58,16
15,-58,15
14,-58,16
15,-58,16
15,-58,16
15,-58,16
15,-58,16
15,-58,16
15,-58,16
15,-58,16
16,-58,16
15,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-57,16
14,-57,16
14,-58,15
15,-58,15
15,-58,16
15,-58,16
15,-58,16
15,-58,16
15,-58,17
14,-58,16
15,-58,16
15,-58,16
15,-58,16
15,-58,16
15,-58,15
15,-58,15
15,-59,16
15,-59,16
14,-59,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,15
15,-58,15
15,-58,15
15,-58,15
15,-58,15
15,-58,15
14,-57,15
14,-58,16
14,-58,15
14,-58,16
14,-58,16
14,-58,16
14,-59,16
14,-58,16
13,-58,16
13,-58,16
14,-59,17
14,-59,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,16
14,-58,15
14,-58,15
14,-58,15
14,-58,15
14,-58,15
14,-58,16
13,-57,16
13,-58,16
13,-59,16
14,-59,17
13,-59,16
13,-59,17
13,-59,17
12,-58,16
12,-58,16
12,-58,16
13,-58,15
13,-58,15
13,-59,15
13,-58,15
14,-58,16
13,-58,16
13,-58,16
14,-57,16
14,-58,16
14,-59,16
14,-59,16
14,-58,17
13,-58,17
13,-58,18
13,-58,17
13,-58,17
13,-58,17
13,-58,17
13,-58,16
14,-58,16
14,-58,16
13,-58,16
14,-58,17
14,-57,17
14,-58,16
14,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-58,17
15,-58,17
15,-58,18
15,-58,18
15,-57,17
15,-57,17
15,-57,17
14,-57,17
15,-58,17
15,-58,16
15,-58,17
15,-58,17
15,-58,17
15,-58,18
15,-58,18
14,-58,17
14,-58,17
14,-58,17
14,-58,17
14,-58,17
14,-58,17
14,-58,17
14,-58,17
13,-58,17
13,-58,17
12,-58,16
13,-57,16
13,-57,17
14,-57,16
14,-58,17
14,-58,17
15,-58,17
15,-58,18
15,-57,18
14,-57,17
14,-58,17
14,-58,18
14,-58,18
14,-59,17
13,-58,17
13,-58,17
13,-58,17
13,-58,17
12,-58,16
12,-58,16
13,-59,16
13,-58,16
12,-58,16
12,-58,15
12,-58,15
12,-59,15
13,-59,15
13,-59,15
14,-59,16
14,-58,16
13,-58,16
13,-58,16
13,-58,16
13,-58,16
14,-58,17
13,-58,17
13,-58,17
13,-58,17
13,-59,17
13,-59,17
13,-59,17
13,-59,17
13,-58,17
13,-58,16
13,-58,16
12,-58,16
13,-58,17
12,-58,17
12,-58,17
12,-58,17
13,-58,17
13,-59,17
13,-58,17
13,-58,17
12,-57,18
12,-57,18
12,-58,18
13,-57,18
13,-57,18
13,-58,18
13,-58,18
13,-58,17
12,-58,18
12,-58,18
12,-58,18
12,-58,18
12,-58,19
12,-57,19
12,-58,19
12,-57,18
13,-58,19
13,-58,18
13,-57,18
13,-57,18
13,-58,18
12,-58,17
12,-58,17
13,-58,17
13,-58,17
12,-58,18
12,-58,18
12,-58,18
12,-58,18
12,-57,18
12,-57,17
12,-58,18
13,-58,18
13,-59,18
13,-58,18
13,-58,18
13,-58,18
13,-58,18
14,-58,18
13,-58,18
13,-58,18
13,-58,18
12,-58,17
12,-58,17
13,-58,17
13,-58,18
12,-58,18
12,-58,17
13,-57,18
13,-58,17
14,-58,18
14,-58,17
13,-58,17
14,-58,17
14,-58,17
14,-58,17
13,-57,17
13,-57,17
14,-58,17
14,-58,17
14,-58,18
14,-58,18
14,-58,18
14,-58,18
14,-58,18
14,-58,18
14,-58,17
14,-58,17
15,-58,17
15,-58,18
14,-58,18
15,-58,17
15,-57,18
15,-57,18
15,-58,17
15,-58,17
15,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-57,17
15,-58,18
15,-57,17
15,-58,17
14,-58,17
15,-58,17
14,-58,17
14,-58,16
14,-58,16
14,-58,17
14,-58,17
14,-58,16
14,-58,17
14,-58,16
14,-58,16
14,-58,16
14,-58,17
14,-58,16
15,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-58,17
15,-58,16
15,-58,17
14,-58,16
15,-58,13
10,-55,14
25,-61,19
15,-60,15
17,-58,17
13,-59,14
14,-55,18
16,-58,19
15,-56,18
11,-57,19
7,-59,14
10,-35,26
26,-67,24
15,-53,21
28,-57,29
28,-59,24
15,-58,18
18,-52,21
15,-54,20
19,-57,20
15,-56,20
16,-57,20
16,-55,22
19,-47,25
19,-54,25
22,-54,29
22,-39,35
19,-57,23
9,-43,24
23,-51,29
20,-50,25
22,-51,28
20,-52,29
20,-50,29
18,-49,31
17,-48,32
19,-50,32
22,-53,36
30,-54,43
7,-54,29
14,-37,29
15,-87,12
23,-38,31
22,-56,27
22,-51,28
19,-52,26
17,-52,26
16,-52,26
7,-55,21
18,-53,31
0,-51,29
18,-56,31
-2,-54,27
35,-60,39
14,-48,28
18,-46,27
13,-51,24
14,-50,25
15,-54,24
16,-56,28
5,-52,24
13,-50,28
10,-56,27
13,-53,29
12,-53,29
12,-53,30
12,-53,31
13,-52,31
13,-53,31
13,-52,30
13,-52,30
14,-53,30
13,-52,29
13,-52,29
14,-52,29
14,-52,29
14,-52,29
13,-52,29
13,-52,30
13,-52,30
12,-52,30
13,-52,31
13,-53,30
13,-52,30
12,-52,30
12,-52,30
13,-52,30
12,-52,30
12,-53,29
12,-53,29
11,-53,27
8,-55,24
7,-56,22
9,-53,20
11,-52,20
19,-53,24
23,-54,27
25,-54,30
17,-55,28
14,-56,27
11,-57,26
10,-57,26
12,-57,26
13,-56,25
13,-56,24
14,-55,24
15,-55,24
15,-55,23
15,-55,23
15,-55,23
15,-55,22
14,-55,23
15,-56,23
14,-56,23
14,-57,23
13,-58,24
12,-59,23
12,-61,26
12,-64,26
9,-64,25
8,-64,23
7,-60,23
7,-58,24
7,-58,25
6,-59,26
4,-58,25
3,-49,22
3,-45,21
6,-42,18
8,-41,18
12,-45,17
14,-48,18
16,-53,18
19,-65,19
23,-72,22
25,-76,22
25,-72,20
24,-60,15
24,-62,14
26,-71,11
28,-58,12
28,-51,13
29,-45,14
29,-45,14
27,-50,15
25,-53,16
20,-58,15
18,-56,18
17,-56,20
16,-55,22
15,-54,23
15,-55,26
15,-62,26
15,-76,27
17,-73,32
15,-64,31
11,-45,28
11,-43,27
11,-52,27
10,-57,26
6,-56,23
